alpha11,beta11,az_angle,el_angle,simulation_time
2,2,0,90,21.3439178467
2,2,0,95,14.3754730225
2,2,0,100,13.8061523438
2,2,0,105,12.1651306152
2,2,0,110,12.9629974365
2,2,5,90,24.3189697266
2,2,5,95,26.2861022949
2,2,5,100,12.1654281616
2,2,5,105,12.5099105835
2,2,5,110,12.6667175293
2,2,10,90,12.5598602295
2,2,10,95,18.5766601563
2,2,10,100,20.1873931885
2,2,10,105,12.1659088135
2,2,10,110,12.7438049316
2,2,15,90,12.2754440308
2,2,15,95,12.1028976440
2,2,15,100,14.0585021973
2,2,15,105,14.6191864014
2,2,15,110,14.4025497437
2,2,20,90,12.1494827271
2,2,20,95,12.7934875488
2,2,20,100,18.1383438110
2,2,20,105,26.2559967041
2,2,20,110,14.3556900024
2,4,0,90,14.1659545898
2,4,0,95,14.1693801880
2,4,0,100,13.7746658325
2,4,0,105,12.1031875610
2,4,0,110,14.2148513794
2,4,5,90,26.5993728638
2,4,5,95,26.3199539185
2,4,5,100,14.0415802002
2,4,5,105,12.4220657349
2,4,5,110,14.6255187988
2,4,10,90,12.7345886230
2,4,10,95,24.3757247925
2,4,10,100,26.6098556519
2,4,10,105,12.4217300415
2,4,10,110,14.2970886230
2,4,15,90,12.8595886230
2,4,15,95,12.7346038818
2,4,15,100,14.1877441406
2,4,15,105,16.2346420288
2,4,15,110,14.5002593994
2,4,20,90,12.7815017700
2,4,20,95,14.1565170288
2,4,20,100,20.6878356934
2,4,20,105,26.3910675049
2,4,20,110,14.4221343994
2,6,0,90,14.1720809937
2,6,0,95,14.2346038818
2,6,0,100,12.9376983643
2,6,0,105,12.3127288818
2,6,0,110,14.3752136230
2,6,5,90,32.2661743164
2,6,5,95,23.0316009521
2,6,5,100,14.2345657349
2,6,5,105,14.2033843994
2,6,5,110,16.3596572876
2,6,10,90,13.8905868530
2,6,10,95,18.2815780640
2,6,10,100,26.4692077637
2,6,10,105,14.2190017700
2,6,10,110,15.0315017700
2,6,15,90,12.5158157349
2,6,15,95,12.2033462524
2,6,15,100,16.2346267700
2,6,15,105,16.7815170288
2,6,15,110,16.4065246582
2,6,20,90,13.8439788818
2,6,20,95,14.2033309937
2,6,20,100,26.3597793579
2,6,20,105,28.6879806519
2,6,20,110,15.1408920288
2,8,0,90,14.2189559937
2,8,0,95,16.1721267700
2,8,0,100,14.2502365112
2,8,0,105,12.3126983643
2,8,0,110,14.7971191406
2,8,5,90,26.6410369873
2,8,5,95,22.3284988403
2,8,5,100,14.1408462524
2,8,5,105,14.0627365112
2,8,5,110,15.1248397827
2,8,10,90,14.1255035400
2,8,10,95,18.3128051758
2,8,10,100,30.3129730225
2,8,10,105,12.8439712524
2,8,10,110,16.2971343994
2,8,15,90,14.1876983643
2,8,15,95,14.2658920288
2,8,15,100,16.0315170288
2,8,15,105,16.1877365112
2,8,15,110,14.3283615112
2,8,20,90,12.5783615112
2,8,20,95,14.2189788818
2,8,20,100,26.3910293579
2,8,20,105,30.4848632813
2,8,20,110,14.3752593994
4,2,0,90,14.2028274536
4,2,0,95,16.9534072876
4,2,0,100,14.2502441406
4,2,0,105,14.1565246582
4,2,0,110,14.7815170288
4,2,5,90,26.8285140991
4,2,5,95,24.1566467285
4,2,5,100,12.5470657349
4,2,5,105,12.7814636230
4,2,5,110,14.3905487061
4,2,10,90,12.9843215942
4,2,10,95,20.3441162109
4,2,10,100,20.2965850830
4,2,10,105,14.2189407349
4,2,10,110,13.2030487061
4,2,15,90,14.3283843994
4,2,15,95,14.2189559937
4,2,15,100,16.2184066772
4,2,15,105,16.1565017700
4,2,15,110,15.1877365112
4,2,20,90,14.0002136230
4,2,20,95,14.2970581055
4,2,20,100,22.9691619873
4,2,20,105,28.3754882813
4,2,20,110,16.8283920288
4,4,0,90,16.2033767700
4,4,0,95,16.2346038818
4,4,0,100,14.3908081055
4,4,0,105,14.3439636230
4,4,0,110,14.5002365112
4,4,5,90,26.3754043579
4,4,5,95,22.3284378052
4,4,5,100,14.2654342651
4,4,5,105,14.1095733643
4,4,5,110,18.3909378052
4,4,10,90,14.1877441406
4,4,10,95,26.6410751343
4,4,10,100,24.3910140991
4,4,10,105,14.3283767700
4,4,10,110,14.3596038818
4,4,15,90,13.0001831055
4,4,15,95,12.9220733643
4,4,15,100,18.2658843994
4,4,15,105,14.1877593994
4,4,15,110,16.4065246582
4,4,20,90,14.2345733643
4,4,20,95,14.2345962524
4,4,20,100,25.0784835815
4,4,20,105,30.3754653931
4,4,20,110,16.3908996582
4,6,0,90,16.7815170288
4,6,0,95,18.2815704346
4,6,0,100,14.2501907349
4,6,0,105,14.3127365112
4,6,0,110,14.8283157349
4,6,5,90,28.3910293579
4,6,5,95,24.1097183228
4,6,5,100,14.2502212524
4,6,5,105,14.2970886230
4,6,5,110,16.5158386230
4,6,10,90,14.7970733643
4,6,10,95,20.3128356934
4,6,10,100,30.5004501343
4,6,10,105,14.0627593994
4,6,10,110,16.3752593994
4,6,15,90,12.8126983643
4,6,15,95,14.2658309937
4,6,15,100,14.3127441406
4,6,15,105,18.2502365112
4,6,15,110,16.5470962524
4,6,20,90,14.2501907349
4,6,20,95,14.4221191406
4,6,20,100,24.7191619873
4,6,20,105,28.7973098755
4,6,20,110,18.6878051758
4,8,0,90,16.2502365112
4,8,0,95,16.1565093994
4,8,0,100,14.9377059937
4,8,0,105,12.8595581055
4,8,0,110,16.4533767700
4,8,5,90,30.5160827637
4,8,5,95,24.5316467285
4,8,5,100,14.8439559937
4,8,5,105,14.2658309937
4,8,5,110,16.4064788818
4,8,10,90,14.2658081055
4,8,10,95,22.3440780640
4,8,10,100,24.3909759521
4,8,10,105,14.7657852173
4,8,10,110,16.5783309937
4,8,15,90,14.3127136230
4,8,15,95,14.8751754761
4,8,15,100,18.3752670288
4,8,15,105,16.3283615112
4,8,15,110,16.5783691406
4,8,20,90,12.9064559937
4,8,20,95,14.2970504761
4,8,20,100,24.7972183228
4,8,20,105,28.5472793579
4,8,20,110,16.6096496582
6,2,0,90,16.5002365112
6,2,0,95,16.3440017700
6,2,0,100,14.6720733643
6,2,0,105,14.3595886230
6,2,0,110,15.1408157349
6,2,5,90,30.5473175049
6,2,5,95,22.3909759521
6,2,5,100,14.3595886230
6,2,5,105,14.5158386230
6,2,5,110,14.5001983643
6,2,10,90,14.2814254761
6,2,10,95,20.3909301758
6,2,10,100,20.8284072876
6,2,10,105,14.3283538818
6,2,10,110,14.8908386230
6,2,15,90,14.2814483643
6,2,15,95,14.4689941406
6,2,15,100,16.4220809937
6,2,15,105,16.9065475464
6,2,15,110,16.5002365112
6,2,20,90,14.2814712524
6,2,20,95,14.2658386230
6,2,20,100,22.4221801758
6,2,20,105,28.7816772461
6,2,20,110,20.7346420288
6,4,0,90,16.8752136230
6,4,0,95,16.3595886230
6,4,0,100,14.6564636230
6,4,0,105,14.7497558594
6,4,0,110,16.6408920288
6,4,5,90,28.7352447510
6,4,5,95,29.0475387573
6,4,5,100,14.4064407349
6,4,5,105,14.3439865112
6,4,5,110,16.5939407349
6,4,10,90,14.3751907349
6,4,10,95,24.9065933228
6,4,10,100,28.8285217285
6,4,10,105,14.3595733643
6,4,10,110,16.5939788818
6,4,15,90,14.2657928467
6,4,15,95,15.0002212524
6,4,15,100,18.4533386230
6,4,15,105,16.9529876709
6,4,15,110,18.3596267700
6,4,20,90,14.6096038818
6,4,20,95,16.1720733643
6,4,20,100,22.5940628052
6,4,20,105,26.6566162109
6,4,20,110,16.5314559937
6,6,0,90,18.1408462524
6,6,0,95,17.0940322876
6,6,0,100,16.8908309937
6,6,0,105,14.3283615112
6,6,0,110,16.5158843994
6,6,5,90,30.9379196167
6,6,5,95,30.5316696167
6,6,5,100,14.3752059937
6,6,5,105,14.6408309937
6,6,5,110,16.4377593994
6,6,10,90,14.3282775879
6,6,10,95,32.5785980225
6,6,10,100,30.5160064697
6,6,10,105,14.6251983643
6,6,10,110,16.5627365112
6,6,15,90,15.1251754761
6,6,15,95,14.8439178467
6,6,15,100,17.1408615112
6,6,15,105,18.4377822876
6,6,15,110,15.1251754761
6,6,20,90,14.2970428467
6,6,20,95,14.9532928467
6,6,20,100,28.5316238403
6,6,20,105,28.5316085815
6,6,20,110,18.6408309937
6,8,0,90,18.0158615112
6,8,0,95,20.4065017700
6,8,0,100,18.4377593994
6,8,0,105,16.0470657349
6,8,0,110,16.5158767700
6,8,5,90,30.6097946167
6,8,5,95,24.7191009521
6,8,5,100,14.9376754761
6,8,5,105,14.4060821533
6,8,5,110,18.6564788818
6,8,10,90,14.9532928467
6,8,10,95,30.9691619873
6,8,10,100,26.5159530640
6,8,10,105,14.3126602173
6,8,10,110,16.6721267700
6,8,15,90,15.0941772461
6,8,15,95,14.6720657349
6,8,15,100,21.0940399170
6,8,15,105,18.4221191406
6,8,15,110,15.2814865112
6,8,20,90,14.8124923706
6,8,20,95,16.4376907349
6,8,20,100,32.6098022461
6,8,20,105,30.7347640991
6,8,20,110,18.6876907349
8,2,0,90,16.4845504761
8,2,0,95,16.4376831055
8,2,0,100,14.7814407349
8,2,0,105,16.4220809937
8,2,0,110,17.1876602173
8,2,5,90,28.9534835815
8,2,5,95,28.3597793579
8,2,5,100,15.1251602173
8,2,5,105,14.6408081055
8,2,5,110,14.6877288818
8,2,10,90,14.6563034058
8,2,10,95,20.4221420288
8,2,10,100,22.5315017700
8,2,10,105,14.8285675049
8,2,10,110,16.6408843994
8,2,15,90,16.4064636230
8,2,15,95,14.9533615112
8,2,15,100,16.8127288818
8,2,15,105,17.0471343994
8,2,15,110,17.1876907349
8,2,20,90,14.3751678467
8,2,20,95,16.4064636230
8,2,20,100,28.2816390991
8,2,20,105,30.6410369873
8,2,20,110,18.6096115112
8,4,0,90,16.4220504761
8,4,0,95,18.1719436646
8,4,0,100,16.4533462524
8,4,0,105,15.1251983643
8,4,0,110,16.6408462524
8,4,5,90,28.6409759521
8,4,5,95,26.4847106934
8,4,5,100,14.8751754761
8,4,5,105,16.3908081055
8,4,5,110,16.5783386230
8,4,10,90,15.1720352173
8,4,10,95,22.4377975464
8,4,10,100,22.4846725464
8,4,10,105,16.4533233643
8,4,10,110,16.7188949585
8,4,15,90,14.7033004761
8,4,15,95,16.4533004761
8,4,15,100,18.1721343994
8,4,15,105,16.3751831055
8,4,15,110,16.6564865112
8,4,20,90,16.4220809937
8,4,20,95,18.1564865112
8,4,20,100,26.5784301758
8,4,20,105,34.4848480225
8,4,20,110,18.7346115112
8,6,0,90,16.9689331055
8,6,0,95,18.3752593994
8,6,0,100,16.9689712524
8,6,0,105,16.4846115112
8,6,0,110,17.1413955688
8,6,5,90,26.8440551758
8,6,5,95,24.8440704346
8,6,5,100,16.4689941406
8,6,5,105,16.0939636230
8,6,5,110,18.4064636230
8,6,10,90,15.0314102173
8,6,10,95,26.8753128052
8,6,10,100,30.8441085815
8,6,10,105,16.2814483643
8,6,10,110,19.5940017700
8,6,15,90,18.7033615112
8,6,15,95,18.9846191406
8,6,15,100,19.8752517700
8,6,15,105,21.2971496582
8,6,15,110,19.3283615112
8,6,20,90,16.9846115112
8,6,20,95,16.7186584473
8,6,20,100,32.6566314697
8,6,20,105,32.5628662109
8,6,20,110,18.8596115112
8,8,0,90,16.4689559937
8,8,0,95,20.2970886230
8,8,0,100,19.2346115112
8,8,0,105,16.5158309937
8,8,0,110,18.6564865112
8,8,5,90,26.7503356934
8,8,5,95,26.6721954346
8,8,5,100,17.1877212524
8,8,5,105,16.4220581055
8,8,5,110,16.9533462524
8,8,10,90,16.4533233643
8,8,10,95,32.3597793579
8,8,10,100,28.5316009521
8,8,10,105,16.4845581055
8,8,10,110,17.1252517700
8,8,15,90,16.4689559937
8,8,15,95,16.4376602173
8,8,15,100,18.4531784058
8,8,15,105,18.6877212524
8,8,15,110,18.3752288818
8,8,20,90,16.8595581055
8,8,20,95,20.4689636230
8,8,20,100,32.6722717285
8,8,20,105,28.6253662109
8,8,20,110,22.7815475464
